adresse,latitude,longitude,gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,nr,mandag,torsdag,ugentlig
"Grønnegade 5, 6000, Kolding, Danmark",55.4870698,9.4695898,Grønnegade ,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,True,240,False,5,True,False,False
"Grønnegade 5, 6000, Kolding, Danmark",55.4870698,9.4695898,Grønnegade ,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,True,660,False,5,True,False,False
"Grønnegade 7, 6000, Kolding, Danmark",55.48710999999999,9.4696352,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,7,True,False,False
"Grønnegade 7, 6000, Kolding, Danmark",55.48710999999999,9.4696352,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,7,True,False,False
"Grønnegade 9, 6000, Kolding, Danmark",55.4871784,9.4697373,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,9,True,False,False
"Grønnegade 9, 6000, Kolding, Danmark",55.4871784,9.4697373,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,9,True,False,False
"Grønnegade 9, 6000, Kolding, Danmark",55.4871784,9.4697373,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,9,True,False,False
"Grønnegade 9, 6000, Kolding, Danmark",55.4871784,9.4697373,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,9,True,False,False
"Grønnegade 11, 6000, Kolding, Danmark",55.4872587,9.4698282,Grønnegade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,660,False,11,True,False,False
"Grønnegade 11, 6000, Kolding, Danmark",55.4872587,9.4698282,Grønnegade ,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,11,True,False,False
"Grønnegade 11, 6000, Kolding, Danmark",55.4872587,9.4698282,Grønnegade ,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,400,False,11,True,False,False
"Grønnegade 13, 6000, Kolding, Danmark",55.4873296,9.4699001,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,13,True,False,False
"Grønnegade 13, 6000, Kolding, Danmark",55.4873296,9.4699001,Grønnegade ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,13,True,False,False
"Grønnegade 15, 6000, Kolding, Danmark",55.487368,9.469876,Grønnegade ,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,660,False,15,True,False,False
"Grønnegade 15, 6000, Kolding, Danmark",55.487368,9.469876,Grønnegade ,6000,Kolding,1,"240 l. beh, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,15,True,False,False
"Gøhlmannsvej 46, 6000, Kolding, Danmark",55.4973909,9.4631276,Gøhlmannsvej ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,46,True,False,False
"Gøhlmannsvej 48, 6000, Kolding, Danmark",55.4974994,9.4628555,Gøhlmannsvej ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,48,True,False,False
"Gøhlmannsvej 50, 6000, Kolding, Danmark",55.4976599,9.4624776,Gøhlmannsvej ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,50,True,False,False
"Gøhlmannsvej 52, 6000, Kolding, Danmark",55.49767869999999,9.4622356,Gøhlmannsvej ,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,370,False,52,True,False,False
"Hjarupvej 6 A, 6000, Kolding, Danmark",55.456646,9.474381,Hjarupvej ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,6,True,False,True
"Hjarupvej 6 A, 6000, Kolding, Danmark",55.456646,9.474381,Hjarupvej ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,6,True,False,True
"Hjarupvej 6 A, 6000, Kolding, Danmark",55.456646,9.474381,Hjarupvej ,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,6,True,False,True
"Høgesti 3, 6000, Kolding, Danmark",55.4967654,9.4762103,Høgesti ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,3,True,False,False
"Høgesti 5, 6000, Kolding, Danmark",55.49706759999999,9.4762562,Høgesti ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,5,True,False,False
"Høgesti 7, 6000, Kolding, Danmark",55.4972472,9.4761077,Høgesti ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,7,True,False,False
"Jernbanegade 5, 6000, Kolding, Danmark",55.49029119999999,9.4754811,Jernbanegade ,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,400,False,5,True,False,False
"Jernbanegade 5, 6000, Kolding, Danmark",55.49029119999999,9.4754811,Jernbanegade ,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,400,False,5,True,False,False
"Jernbanegade 5, 6000, Kolding, Danmark",55.49029119999999,9.4754811,Jernbanegade ,6000,Kolding,1,"140 l beholder, mad - sætter f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,140,False,5,True,False,False
"Jernbanegade 5, 6000, Kolding, Danmark",55.49029119999999,9.4754811,Jernbanegade ,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,370,False,5,True,False,False
"Jernbanegade 19, 6000, Kolding, Danmark",55.4901622,9.4766825,Jernbanegade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,19,True,True,False
"Jernbanegade 19, 6000, Kolding, Danmark",55.4901622,9.4766825,Jernbanegade ,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,19,True,True,False
"Kikkenborgvej 14, 6000, Kolding, Danmark",55.49703359999999,9.4705233,Kikkenborgvej ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,14,True,False,False
"Kikkenborgvej 14, 6000, Kolding, Danmark",55.49703359999999,9.4705233,Kikkenborgvej ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,14,True,False,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Klostergade 16, 6000, Kolding, Danmark",55.4889692,9.4764694,Klostergade ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,16,True,True,False
"Langelinie 1 A 01, 6000, Kolding, Danmark",55.4915765,9.4700466,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,1,True,False,False
"Langelinie 1 A 02, 6000, Kolding, Danmark",55.4915765,9.4700466,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,1,True,False,False
"Langelinie 1 A ST, 6000, Kolding, Danmark",55.4915765,9.4700466,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,1,True,False,False
"Langelinie 1 B, 6000, Kolding, Danmark",55.4914377,9.4700159,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,1,True,False,False
"Langelinie 5, 6000, Kolding, Danmark",55.4913055,9.4700308,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,5,True,False,False
"Langelinie 5, 6000, Kolding, Danmark",55.4913055,9.4700308,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,5,True,False,False
"Langelinie 6, 6000, Kolding, Danmark",55.491269,9.469605,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,6,True,False,False
"Langelinie 7, 6000, Kolding, Danmark",55.4912606,9.469906,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,7,True,False,False
"Langelinie 7, 6000, Kolding, Danmark",55.4912606,9.469906,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,7,True,False,False
"Langelinie 8, 6000, Kolding, Danmark",55.491218,9.469611,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,8,True,False,False
"Langelinie 8, 6000, Kolding, Danmark",55.491218,9.469611,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,8,True,False,False
"Langelinie 9, 6000, Kolding, Danmark",55.49118739999999,9.4698643,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,9,True,False,False
"Langelinie 9, 6000, Kolding, Danmark",55.49118739999999,9.4698643,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,9,True,False,False
"Langelinie 11, 6000, Kolding, Danmark",55.4911119,9.4698528,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,11,True,False,False
"Langelinie 11, 6000, Kolding, Danmark",55.4911119,9.4698528,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,11,True,False,False
"Langelinie 12, 6000, Kolding, Danmark",55.49108349999999,9.4695163,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,12,True,False,False
"Langelinie 13, 6000, Kolding, Danmark",55.4910505,9.4697998,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,13,True,False,False
"Langelinie 13, 6000, Kolding, Danmark",55.4910505,9.4697998,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,13,True,False,False
"Langelinie 14, 6000, Kolding, Danmark",55.4909984,9.4694859,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, lige, mad/rest - LILLEBIL",False,False,240,False,14,True,False,False
"Langelinie 15, 6000, Kolding, Danmark",55.49101659999999,9.469723,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,15,True,False,False
"Langelinie 15, 6000, Kolding, Danmark",55.49101659999999,9.469723,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,15,True,False,False
"Langelinie 17, 6000, Kolding, Danmark",55.49101229999999,9.469676,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,17,True,False,False
"Langelinie 17, 6000, Kolding, Danmark",55.49101229999999,9.469676,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,17,True,False,False
"Langelinie 19, 6000, Kolding, Danmark",55.4909253,9.469724,Langelinie ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,19,True,False,False
"Langelinie 21, 6000, Kolding, Danmark",55.4908648,9.4696103,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,21,True,False,False
"Langelinie 21, 6000, Kolding, Danmark",55.4908648,9.4696103,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,21,True,False,False
"Langelinie 23, 6000, Kolding, Danmark",55.49084500000001,9.4696331,Langelinie ,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,130,True,23,True,False,False
"Langelinie 23, 6000, Kolding, Danmark",55.49084500000001,9.4696331,Langelinie ,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,90,True,23,True,False,False
"Langelinie 24, 6000, Kolding, Danmark",55.490695,9.469203,Langelinie ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,24,True,False,True
"Langelinie 24, 6000, Kolding, Danmark",55.490695,9.469203,Langelinie ,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,24,True,False,True
"Langelinie 24, 6000, Kolding, Danmark",55.490695,9.469203,Langelinie ,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,24,True,False,True
"Munkensdam 9, 6000, Kolding, Danmark",55.4864147,9.4645387,Munkensdam ,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,370,False,9,True,False,False
"Ndr. Ringvej 79, 6000, Kolding, Danmark",55.4975361,9.4878982,Ndr. Ringvej ,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,79,True,False,True
"Rosengade 9, 6000, Kolding, Danmark",55.48719209999999,9.4685122,Rosengade ,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, mandag, lige, mad/rest - LILLEBIL",True,False,240,False,9,True,False,False
